id,price_max,mean_true
856,Work In Progess,203.3
236,Work In Progess,197.62
505,Work In Progess,204.26
423,Work In Progess,198.23
91834,Work In Progess,202.86
797,Work In Progess,196.87
177,Work In Progess,203.52
446,Work In Progess,201.93
92494,Work In Progess,199.46
364,Work In Progess,200.92
633,Work In Progess,198.48
738,Work In Progess,200.16
91841,Work In Progess,200.29
387,Work In Progess,197.22
925,Work In Progess,198.7
679,Work In Progess,197.82
492,Work In Progess,203.63
91846,Work In Progess,202.87
112,Work In Progess,198.47
246,Work In Progess,201.78
91849,Work In Progess,200.18
92505,Work In Progess,196.93
62,Work In Progess,197.16
620,Work In Progess,197.91
187,Work In Progess,200.71
807,Work In Progess,203.51
93494,Work In Progess,198.19
374,Work In Progess,202.31
561,Work In Progess,203.09
748,Work In Progess,199.41
93498,Work In Progess,202.96
128,Work In Progess,200.17
935,Work In Progess,203.31
502,Work In Progess,203.69
93500,Work In Progess,197.12
93501,Work In Progess,197.18
113,Work In Progess,202.11
256,Work In Progess,202.53
443,Work In Progess,201.97
9843,Work In Progess,200.94
63,Work In Progess,197.47
630,Work In Progess,198.53
197,Work In Progess,197.09
93509,Work In Progess,201.26
384,Work In Progess,203.01
92527,Work In Progess,197.94
571,Work In Progess,203.61
945,Work In Progess,201.54
93513,Work In Progess,200.73
325,Work In Progess,200.81
9844,Work In Progess,201.09
512,Work In Progess,200.99
91878,Work In Progess,199.07
886,Work In Progess,204.31
266,Work In Progess,197.81
92536,Work In Progess,198.01
453,Work In Progess,202.88
93521,Work In Progess,197.85
64,Work In Progess,197.85
827,Work In Progess,199.71
207,Work In Progess,202.52
9845,Work In Progess,202.29
394,Work In Progess,198.77
768,Work In Progess,203.83
148,Work In Progess,198.55
92545,Work In Progess,202.09
93528,Work In Progess,203.81
335,Work In Progess,197.81
93531,Work In Progess,200.76
709,Work In Progess,198.14
93533,Work In Progess,203.24
115,Work In Progess,200.97
9846,Work In Progess,197.81
276,Work In Progess,198.07
463,Work In Progess,197.42
65,Work In Progess,198.91
650,Work In Progess,200.39
837,Work In Progess,197.52
217,Work In Progess,202.51
93541,Work In Progess,200.74
591,Work In Progess,201.05
778,Work In Progess,202.65
158,Work In Progess,200.79
93545,Work In Progess,201.48
93546,Work In Progess,198.58
345,Work In Progess,197.28
532,Work In Progess,199.52
719,Work In Progess,201.17
801,Work In Progess,197.23
116,Work In Progess,203.73
286,Work In Progess,203.06
473,Work In Progess,201.09
93553,Work In Progess,198.64
66,Work In Progess,200.24
660,Work In Progess,200.77
847,Work In Progess,197.02
414,Work In Progess,203.79
93558,Work In Progess,199.71
975,Work In Progess,196.88
601,Work In Progess,197.24
168,Work In Progess,196.94
93561,Work In Progess,202.94
355,Work In Progess,201.41
93563,Work In Progess,199.51
542,Work In Progess,200.96
729,Work In Progess,198.87
93566,Work In Progess,199.06
296,Work In Progess,197.94
916,Work In Progess,198.46
483,Work In Progess,202.02
752,Work In Progess,197.33
857,Work In Progess,204.06
237,Work In Progess,201.49
93572,Work In Progess,197.33
424,Work In Progess,203.27
93574,Work In Progess,197.06
798,Work In Progess,199.36
178,Work In Progess,203.31
93577,Work In Progess,203.86
93578,Work In Progess,203.46
365,Work In Progess,202.43
634,Work In Progess,196.94
739,Work In Progess,199.51
118,Work In Progess,198.98
93582,Work In Progess,197.98
926,Work In Progess,199.93
68,Work In Progess,199.91
680,Work In Progess,203.91
93586,Work In Progess,200.29
867,Work In Progess,198.49
94574,Work In Progess,199.88
93589,Work In Progess,200.54
434,Work In Progess,199.3
93590,Work In Progess,202.43
621,Work In Progess,199.65
188,Work In Progess,199.04
808,Work In Progess,199.05
93594,Work In Progess,200.18
375,Work In Progess,202.19
562,Work In Progess,200.9
749,Work In Progess,198.02
119,Work In Progess,203.47
94585,Work In Progess,199.55
936,Work In Progess,199.86
503,Work In Progess,201.94
690,Work In Progess,201.58
93601,Work In Progess,203.34
877,Work In Progess,197.47
257,Work In Progess,198.83
94591,Work In Progess,197.37
93605,Work In Progess,202.68
93606,Work In Progess,203.85
631,Work In Progess,199.57
198,Work In Progess,199
93609,Work In Progess,202.18
385,Work In Progess,198.99
93610,Work In Progess,200.13
572,Work In Progess,197.74
946,Work In Progess,201.53
12,Work In Progess,198.5
326,Work In Progess,198.4
93615,Work In Progess,198.79
513,Work In Progess,201.54
70,Work In Progess,197.19
887,Work In Progess,198.58
267,Work In Progess,202.46
536,Work In Progess,199.07
454,Work In Progess,203.07
93621,Work In Progess,196.99
93622,Work In Progess,198.47
828,Work In Progess,198.67
208,Work In Progess,198.28
93625,Work In Progess,198.18
395,Work In Progess,200.43
769,Work In Progess,203.68
149,Work In Progess,202.69
93629,Work In Progess,201.52
91990,Work In Progess,202.1
336,Work In Progess,201.69
93631,Work In Progess,198.24
71,Work In Progess,204.04
91994,Work In Progess,201.58
897,Work In Progess,201.32
277,Work In Progess,202.1
93636,Work In Progess,198.26
464,Work In Progess,199.52
93638,Work In Progess,200.48
651,Work In Progess,203.13
838,Work In Progess,197.53
218,Work In Progess,198.75
92000,Work In Progess,201.45
592,Work In Progess,204.1
779,Work In Progess,203.03
159,Work In Progess,202.69
92004,Work In Progess,197.68
122,Work In Progess,204.04
346,Work In Progess,202.5
92007,Work In Progess,198.27
72,Work In Progess,203.42
92009,Work In Progess,201.53
93650,Work In Progess,204.06
287,Work In Progess,203.86
474,Work In Progess,202.05
93653,Work In Progess,202.91
93654,Work In Progess,201.56
661,Work In Progess,204.34
848,Work In Progess,200.81
415,Work In Progess,201.58
93658,Work In Progess,198.5
976,Work In Progess,203.11
602,Work In Progess,202.29
169,Work In Progess,204.17
92020,Work In Progess,204.26
356,Work In Progess,198.84
93663,Work In Progess,198.77
543,Work In Progess,197.38
73,Work In Progess,201.36
730,Work In Progess,198.9
92026,Work In Progess,203.73
917,Work In Progess,201.32
484,Work In Progess,202.25
92029,Work In Progess,201.66
858,Work In Progess,203.75
238,Work In Progess,201.84
93672,Work In Progess,196.91
92032,Work In Progess,200.55
92033,Work In Progess,202.75
799,Work In Progess,199.73
179,Work In Progess,199.28
93677,Work In Progess,203.82
92037,Work In Progess,202.59
92038,Work In Progess,200.52
92039,Work In Progess,197.15
74,Work In Progess,200.03
9795,Work In Progess,203.66
93682,Work In Progess,198.7
92042,Work In Progess,200.92
307,Work In Progess,200.81
681,Work In Progess,200.19
93686,Work In Progess,198.86
868,Work In Progess,197.88
248,Work In Progess,204.17
93689,Work In Progess,197.63
92049,Work In Progess,200.04
93690,Work In Progess,199.65
622,Work In Progess,199.9
189,Work In Progess,202.27
809,Work In Progess,196.99
92053,Work In Progess,197.81
376,Work In Progess,197.58
563,Work In Progess,201.96
75,Work In Progess,198.24
212,Work In Progess,198.8
13,Work In Progess,198.1
130,Work In Progess,197.62
773,Work In Progess,203.62
691,Work In Progess,203.23
92060,Work In Progess,201.76
878,Work In Progess,199.11
258,Work In Progess,202.56
93048,Work In Progess,200.55
714,Work In Progess,197.89
93706,Work In Progess,203.77
632,Work In Progess,202.16
199,Work In Progess,200.09
901,Work In Progess,198.7
96009,Work In Progess,197.46
93710,Work In Progess,202.72
573,Work In Progess,198.58
947,Work In Progess,197.92
222,Work In Progess,198.16
327,Work In Progess,200.19
140,Work In Progess,201.89
783,Work In Progess,199.96
93717,Work In Progess,200.47
888,Work In Progess,200.28
268,Work In Progess,203.66
537,Work In Progess,203.56
455,Work In Progess,197.18
724,Work In Progess,200.8
94049,Work In Progess,204.01
829,Work In Progess,199.48
209,Work In Progess,199.62
291,Work In Progess,201.28
396,Work In Progess,197.98
77,Work In Progess,201.31
15,Work In Progess,199.75
419,Work In Progess,198.44
232,Work In Progess,199.72
337,Work In Progess,203.39
980,Work In Progess,201.41
524,Work In Progess,204.06
173,Work In Progess,199.77
898,Work In Progess,198.3
278,Work In Progess,201.13
547,Work In Progess,199.86
465,Work In Progess,201.46
734,Work In Progess,203.13
652,Work In Progess,201.49
839,Work In Progess,199.26
219,Work In Progess,201.66
757,Work In Progess,203.86
593,Work In Progess,197.09
862,Work In Progess,201.56
16,Work In Progess,197.42
429,Work In Progess,202.01
780,Work In Progess,198.23
347,Work In Progess,203.58
990,Work In Progess,202.19
183,Work In Progess,202.6
803,Work In Progess,198.46
37,Work In Progess,199.46
288,Work In Progess,202.52
475,Work In Progess,198.78
908,Work In Progess,200.6
94080,Work In Progess,201.77
662,Work In Progess,201.13
849,Work In Progess,202.69
416,Work In Progess,203.34
229,Work In Progess,203.91
977,Work In Progess,201.43
872,Work In Progess,202.75
17,Work In Progess,201.08
93104,Work In Progess,199.62
357,Work In Progess,203.6
91796,Work In Progess,199.23
94091,Work In Progess,197.88
91798,Work In Progess,201.33
91799,Work In Progess,201.48
298,Work In Progess,198.75
918,Work In Progess,202.86
91800,Work In Progess,198.58
91801,Work In Progess,200.63
859,Work In Progess,199.5
239,Work In Progess,203.38
91804,Work In Progess,198.76
91805,Work In Progess,201.17
94100,Work In Progess,198.27
8,Work In Progess,202.09
18,Work In Progess,199.99
180,Work In Progess,202.81
93120,Work In Progess,197.1
93121,Work In Progess,202.6
91811,Work In Progess,199.64
91812,Work In Progess,199.71
92140,Work In Progess,196.98
91814,Work In Progess,203.13
91815,Work In Progess,202.94
91816,Work In Progess,200.16
682,Work In Progess,201.21
91818,Work In Progess,201.41
91819,Work In Progess,199.78
249,Work In Progess,199.98
91820,Work In Progess,199.06
95103,Work In Progess,203.81
91822,Work In Progess,199.41
892,Work In Progess,202.42
91824,Work In Progess,198.47
91825,Work In Progess,203.71
190,Work In Progess,200.35
91827,Work In Progess,199.66
564,Work In Progess,200.43
91829,Work In Progess,204.12
213,Work In Progess,200.64
91830,Work In Progess,197.79
91831,Work In Progess,203.86
95114,Work In Progess,204.24
91833,Work In Progess,203.44
774,Work In Progess,203.68
91835,Work In Progess,200.53
91836,Work In Progess,196.9
341,Work In Progess,199.69
91838,Work In Progess,197.12
91839,Work In Progess,200.91
96106,Work In Progess,202.07
91840,Work In Progess,200.75
902,Work In Progess,203.92
93153,Work In Progess,201.13
91843,Work In Progess,203.68
91844,Work In Progess,200.54
948,Work In Progess,199.18
92173,Work In Progess,198.9
328,Work In Progess,202.55
91848,Work In Progess,203.68
784,Work In Progess,202.16
164,Work In Progess,197.08
889,Work In Progess,199.52
269,Work In Progess,200.25
91852,Work In Progess,202.65
91853,Work In Progess,203.03
91854,Work In Progess,200.8
91855,Work In Progess,199.16
83,Work In Progess,202.97
21,Work In Progess,197.42
210,Work In Progess,200.12
91859,Work In Progess,197.2
958,Work In Progess,200.17
771,Work In Progess,202.43
151,Work In Progess,200.55
91862,Work In Progess,203.31
91863,Work In Progess,200.68
91864,Work In Progess,202.18
91865,Work In Progess,200.13
712,Work In Progess,200.79
91867,Work In Progess,199.36
91868,Work In Progess,199.73
91869,Work In Progess,203.65
466,Work In Progess,197.09
91870,Work In Progess,198.79
653,Work In Progess,197.08
91872,Work In Progess,203.4
91873,Work In Progess,202.91
94828,Work In Progess,200.71
594,Work In Progess,199.72
91876,Work In Progess,196.99
91877,Work In Progess,198.47
43,Work In Progess,202.17
91879,Work In Progess,201.49
348,Work In Progess,197.69
535,Work In Progess,197.81
91881,Work In Progess,201.28
91882,Work In Progess,196.93
91883,Work In Progess,202.73
91884,Work In Progess,201.52
476,Work In Progess,199.12
91886,Work In Progess,198.24
91887,Work In Progess,198.67
91888,Work In Progess,199.48
91889,Work In Progess,203.11
417,Work In Progess,204.3
91890,Work In Progess,198.26
978,Work In Progess,200.06
91892,Work In Progess,200.48
91893,Work In Progess,197.52
91894,Work In Progess,197.53
358,Work In Progess,201.93
91896,Work In Progess,202.53
91897,Work In Progess,197.3
91898,Work In Progess,200.81
91899,Work In Progess,198.37
299,Work In Progess,202.78
919,Work In Progess,198.27
91900,Work In Progess,202.73
91901,Work In Progess,202.46
86,Work In Progess,202.31
24,Work In Progess,200.12
240,Work In Progess,200.26
91905,Work In Progess,201.67
91906,Work In Progess,202.91
91907,Work In Progess,201.56
91908,Work In Progess,203.24
181,Work In Progess,201.99
450,Work In Progess,197.45
91910,Work In Progess,198.4
91911,Work In Progess,197.88
91912,Work In Progess,200.27
742,Work In Progess,201.41
91914,Work In Progess,199.74
91915,Work In Progess,198.77
91916,Work In Progess,197.02
683,Work In Progess,200.76
91918,Work In Progess,202.1
91919,Work In Progess,199.36
25,Work In Progess,202.05
91920,Work In Progess,200.21
91921,Work In Progess,198.58
91922,Work In Progess,200.28
624,Work In Progess,203.59
91924,Work In Progess,196.91
91925,Work In Progess,203.74
91926,Work In Progess,202.09
91927,Work In Progess,202.61
565,Work In Progess,199.7
91929,Work In Progess,203.82
95212,Work In Progess,200.51
91930,Work In Progess,201.32
91931,Work In Progess,198.3
506,Work In Progess,204.24
91933,Work In Progess,198.77
91934,Work In Progess,198.7
91935,Work In Progess,203.92
91936,Work In Progess,200.48
447,Work In Progess,200.59
91938,Work In Progess,198.86
91939,Work In Progess,200.6
93579,Work In Progess,203.44
91940,Work In Progess,201.99
91941,Work In Progess,197.63
388,Work In Progess,203.32
91943,Work In Progess,197.95
949,Work In Progess,200.29
91945,Work In Progess,200.27
91946,Work In Progess,198.46
329,Work In Progess,199.11
91948,Work In Progess,202.86
91949,Work In Progess,198.27
516,Work In Progess,203.21
89,Work In Progess,203.31
27,Work In Progess,199.62
270,Work In Progess,204.07
91953,Work In Progess,199.2
91954,Work In Progess,198.9
91955,Work In Progess,198.7
91956,Work In Progess,199.93
831,Work In Progess,203.35
211,Work In Progess,202.07
91959,Work In Progess,200.49
959,Work In Progess,197.59
772,Work In Progess,202.87
152,Work In Progess,198.76
91962,Work In Progess,202.72
91963,Work In Progess,203.6
91964,Work In Progess,196.94
91965,Work In Progess,199.86
713,Work In Progess,197.33
91967,Work In Progess,204.23
91968,Work In Progess,200.36
91969,Work In Progess,200.47
900,Work In Progess,198.77
91970,Work In Progess,201.43
654,Work In Progess,202.1
91972,Work In Progess,198.77
91973,Work In Progess,201.54
91974,Work In Progess,201.53
595,Work In Progess,199.38
91976,Work In Progess,199.18
91977,Work In Progess,200.29
91978,Work In Progess,200.96
91979,Work In Progess,198.5
95919,Work In Progess,202.49
39164,Work In Progess,198.83
91981,Work In Progess,203.19
91982,Work In Progess,198.06
91983,Work In Progess,200.17
91984,Work In Progess,197.59
477,Work In Progess,202.08
91986,Work In Progess,203.57
91987,Work In Progess,198.97
91988,Work In Progess,197.63
91989,Work In Progess,203.72
418,Work In Progess,198.27
92316,Work In Progess,204.2
979,Work In Progess,201.45
91992,Work In Progess,197.53
91993,Work In Progess,197.53
523,Work In Progess,199.83
359,Work In Progess,198.69
91996,Work In Progess,198.5
91997,Work In Progess,200.52
91998,Work In Progess,196.88
91999,Work In Progess,203.11
3,Work In Progess,200.26
30,Work In Progess,199.3
300,Work In Progess,199
756,Work In Progess,197.79
92001,Work In Progess,201.41
861,Work In Progess,202.91
241,Work In Progess,200.86
697,Work In Progess,203.15
92005,Work In Progess,198.54
92006,Work In Progess,198.76
92335,Work In Progess,197.95
182,Work In Progess,201.78
93320,Work In Progess,201.97
369,Work In Progess,204.28
92010,Work In Progess,201.52
92011,Work In Progess,198.55
743,Work In Progess,200.72
92013,Work In Progess,202.44
92014,Work In Progess,198.94
92015,Work In Progess,200.38
684,Work In Progess,199.38
92017,Work In Progess,196.86
92018,Work In Progess,201.96
92019,Work In Progess,197.51
251,Work In Progess,199.28
520,Work In Progess,200.59
92021,Work In Progess,199.8
625,Work In Progess,200.51
92023,Work In Progess,200.99
92024,Work In Progess,198.38
92025,Work In Progess,202.03
93665,Work In Progess,197.67
566,Work In Progess,199.13
92028,Work In Progess,198.01
93669,Work In Progess,198.58
753,Work In Progess,199.66
92030,Work In Progess,201.71
507,Work In Progess,202.35
93343,Work In Progess,203.03
93673,Work In Progess,203.74
92034,Work In Progess,202.97
92035,Work In Progess,197.87
448,Work In Progess,198.49
93676,Work In Progess,204.03
93678,Work In Progess,201.32
93679,Work In Progess,198.3
95980,Work In Progess,201.59
904,Work In Progess,200.48
389,Work In Progess,196.85
202,Work In Progess,204.32
95,Work In Progess,202.92
950,Work In Progess,200.96
92045,Work In Progess,201.17
33,Work In Progess,197.79
330,Work In Progess,201.22
92048,Work In Progess,198.18
517,Work In Progess,197.11
704,Work In Progess,201.33
891,Work In Progess,203.74
271,Work In Progess,204.17
92052,Work In Progess,197.23
93693,Work In Progess,200.27
92054,Work In Progess,198.79
92055,Work In Progess,201.13
832,Work In Progess,202.81
93697,Work In Progess,198.27
399,Work In Progess,197.71
96,Work In Progess,198.3
937,Work In Progess,197.34
153,Work In Progess,197.81
93700,Work In Progess,202.94
34,Work In Progess,197.37
96002,Work In Progess,198.41
39249,Work In Progess,199.66
93704,Work In Progess,199.93
340,Work In Progess,200.28
9896,Work In Progess,197.08
281,Work In Progess,200.92
550,Work In Progess,199.33
93708,Work In Progess,201.27
655,Work In Progess,201.26
93164,Work In Progess,202.23
842,Work In Progess,198.1
76,Work In Progess,200.49
596,Work In Progess,203.66
97,Work In Progess,203.51
93713,Work In Progess,199.86
163,Work In Progess,199.31
96016,Work In Progess,197.68
35,Work In Progess,201.87
93718,Work In Progess,201.43
350,Work In Progess,197.1
91861,Work In Progess,203.85
981,Work In Progess,200.44
373,Work In Progess,200.89
478,Work In Progess,198.45
93505,Work In Progess,200.39
911,Work In Progess,197.63
9898,Work In Progess,200.02
96027,Work In Progess,201.18
688,Work In Progess,197.15
852,Work In Progess,202.73
98,Work In Progess,198.47
302,Work In Progess,200.21
793,Work In Progess,200.68
93186,Work In Progess,198.65
36,Work In Progess,198.39
360,Work In Progess,197.65
699,Work In Progess,198.44
9899,Work In Progess,204.32
92206,Work In Progess,202.94
96038,Work In Progess,199.62
921,Work In Progess,197.87
301,Work In Progess,200.36
488,Work In Progess,198.79
94069,Work In Progess,198.04
137,Work In Progess,202.77
242,Work In Progess,197.92
698,Work In Progess,199.23
125,Work In Progess,201.4
99,Work In Progess,201.75
686,Work In Progess,203.24
616,Work In Progess,202.8
9900,Work In Progess,198.34
873,Work In Progess,197.02
370,Work In Progess,202.02
93096,Work In Progess,199.58
557,Work In Progess,201.09
93095,Work In Progess,200.09
91895,Work In Progess,199.26
931,Work In Progess,196.96
685,Work In Progess,202.76
311,Work In Progess,203.13
498,Work In Progess,197.44
92228,Work In Progess,198.02
252,Work In Progess,202.64
521,Work In Progess,197.19
439,Work In Progess,199.27
626,Work In Progess,204.21
92450,Work In Progess,200.76
193,Work In Progess,201.3
813,Work In Progess,198.18
38,Work In Progess,201.66
567,Work In Progess,200.37
380,Work In Progess,196.94
92129,Work In Progess,197.4
754,Work In Progess,197.06
134,Work In Progess,199.66
508,Work In Progess,198.68
695,Work In Progess,197.15
426,Work In Progess,200.03
952,Work In Progess,198.5
882,Work In Progess,198.21
449,Work In Progess,200.48
91808,Work In Progess,202.3
91809,Work In Progess,199.23
636,Work In Progess,200.32
93122,Work In Progess,200.69
905,Work In Progess,201.65
39,Work In Progess,201.66
390,Work In Progess,198.65
577,Work In Progess,199.07
951,Work In Progess,200.54
764,Work In Progess,200.91
91817,Work In Progess,199.51
331,Work In Progess,203.85
518,Work In Progess,201.6
214,Work In Progess,199.66
705,Work In Progess,198.08
775,Work In Progess,200.18
272,Work In Progess,204.34
459,Work In Progess,203.28
92151,Work In Progess,202.35
810,Work In Progess,198.47
646,Work In Progess,203.82
833,Work In Progess,203.11
94122,Work In Progess,202.14
4,Work In Progess,199.64
40,Work In Progess,197.36
111,Work In Progess,199.55
154,Work In Progess,201.01
692,Work In Progess,201.46
92162,Work In Progess,203
96102,Work In Progess,201.4
610,Work In Progess,204.15
715,Work In Progess,200.63
91837,Work In Progess,197.98
785,Work In Progess,203.34
282,Work In Progess,196.99
551,Work In Progess,200.75
20,Work In Progess,202.96
95125,Work In Progess,201.6
656,Work In Progess,200.02
843,Work In Progess,200.09
91842,Work In Progess,203.83
597,Work In Progess,204.08
64619,Work In Progess,200.72
141,Work In Progess,197.1
515,Work In Progess,198.4
64621,Work In Progess,198.35
96118,Work In Progess,204.14
538,Work In Progess,201.03
421,Work In Progess,203.1
95136,Work In Progess,199.57
96121,Work In Progess,202.5
795,Work In Progess,202.18
479,Work In Progess,198.38
92184,Work In Progess,204.08
94153,Work In Progess,198.29
666,Work In Progess,197.85
91858,Work In Progess,199.3
42,Work In Progess,200.77
420,Work In Progess,201.46
95255,Work In Progess,197.82
303,Work In Progess,202.21
95147,Work In Progess,199.86
96132,Work In Progess,202.09
864,Work In Progess,203.38
361,Work In Progess,199.81
548,Work In Progess,196.97
94164,Work In Progess,200.9
735,Work In Progess,202.94
39055,Work In Progess,198.76
922,Work In Progess,202.94
39166,Work In Progess,202.56
758,Work In Progess,203.46
39168,Work In Progess,199.25
95158,Work In Progess,198.17
243,Work In Progess,199.33
910,Work In Progess,203.58
430,Work In Progess,199.05
92315,Work In Progess,197.81
991,Work In Progess,202.19
184,Work In Progess,197.47
39066,Work In Progess,202.77
804,Work In Progess,203.4
371,Work In Progess,200.83
558,Work In Progess,199.63
745,Work In Progess,199.78
95169,Work In Progess,203.61
93635,Work In Progess,203.11
932,Work In Progess,202.72
93309,Work In Progess,199.74
92217,Work In Progess,198.3
93201,Work In Progess,197.72
230,Work In Progess,202.05
253,Work In Progess,197.75
44,Work In Progess,196.97
440,Work In Progess,201.32
627,Work In Progess,199.05
93644,Work In Progess,200.81
194,Work In Progess,201.02
95180,Work In Progess,200.38
93538,Work In Progess,203.23
568,Work In Progess,197.8
93649,Work In Progess,203.3
755,Work In Progess,204.12
93212,Work In Progess,203.85
135,Work In Progess,204.17
509,Work In Progess,201.77
696,Work In Progess,197.9
93544,Work In Progess,201.33
93543,Work In Progess,201.58
883,Work In Progess,202.1
45,Work In Progess,203.31
93549,Work In Progess,201.33
91909,Work In Progess,202.02
637,Work In Progess,199.95
96069,Work In Progess,201.08
824,Work In Progess,201.42
9815,Work In Progess,199.52
391,Work In Progess,203.75
93664,Work In Progess,197.02
309,Work In Progess,202.9
765,Work In Progess,200.75
95201,Work In Progess,200.86
332,Work In Progess,201.7
519,Work In Progess,198.74
250,Work In Progess,201.36
706,Work In Progess,201.48
893,Work In Progess,202.09
273,Work In Progess,200.35
46,Work In Progess,203.81
460,Work In Progess,199.62
93565,Work In Progess,199.78
647,Work In Progess,203.78
834,Work In Progess,198.26
93569,Work In Progess,198.02
92036,Work In Progess,203.49
67,Work In Progess,203.59
553,Work In Progess,203.58
155,Work In Progess,198.56
92261,Work In Progess,197.07
93246,Work In Progess,202.43
342,Work In Progess,202.53
529,Work In Progess,200.04
